,Unnamed: 0,Suburb,Price,Bedroom2,Bathroom,Car,BuildingArea,price_per_sqm
42,6737,Aberfeldie,1720000.0,3.0,2.0,1.0,136.0,12647.058823529413
43,6738,Aberfeldie,1705000.0,2.0,1.0,2.0,131.0,13015.267175572519
44,6739,Aberfeldie,1190000.0,3.0,1.0,1.0,115.0,10347.826086956522
45,6742,Aberfeldie,1740000.0,3.0,3.0,2.0,247.0,7044.534412955466
46,6746,Aberfeldie,726000.0,3.0,1.0,1.0,111.0,6540.540540540541
47,6748,Aberfeldie,1300000.0,3.0,3.0,1.0,205.0,6341.463414634146
48,6750,Aberfeldie,670000.0,2.0,1.0,2.0,103.0,6504.854368932039
49,6752,Aberfeldie,1350000.0,3.0,2.0,2.0,180.0,7500.0
50,7432,Aberfeldie,1300000.0,3.0,3.0,2.0,240.0,5416.666666666667
51,7433,Aberfeldie,470000.0,2.0,1.0,1.0,72.3,6500.6915629322275
52,7434,Aberfeldie,1740000.0,4.0,2.0,2.0,161.0,10807.453416149068
53,8995,Aberfeldie,507000.0,2.0,1.0,1.0,80.0,6337.5
54,10095,Aberfeldie,2905000.0,5.0,3.0,2.0,364.0,7980.7692307692305
55,11558,Aberfeldie,1680000.0,3.0,2.0,2.0,136.0,12352.941176470587
56,12213,Aberfeldie,1436000.0,4.0,3.0,3.0,187.0,7679.144385026738
57,12632,Aberfeldie,1650000.0,4.0,2.0,1.0,186.0,8870.967741935483
58,39,Airport West,730000.0,3.0,2.0,1.0,145.0,5034.482758620689
59,40,Airport West,770000.0,3.0,2.0,1.0,145.0,5310.3448275862065
60,42,Airport West,700000.0,3.0,2.0,2.0,134.0,5223.880597014925
61,43,Airport West,600000.0,2.0,1.0,1.0,116.0,5172.413793103448
62,44,Airport West,500000.0,2.0,1.0,1.0,86.0,5813.953488372093
63,46,Airport West,785000.0,3.0,1.0,2.0,127.0,6181.102362204724
64,48,Airport West,450000.0,2.0,1.0,1.0,90.0,5000.0
65,50,Airport West,530000.0,2.0,1.0,1.0,94.0,5638.297872340426
66,53,Airport West,752000.0,3.0,1.0,1.0,130.0,5784.615384615385
67,56,Airport West,700000.0,3.0,2.0,2.0,133.0,5263.1578947368425
68,60,Airport West,675000.0,2.0,1.0,1.0,100.0,6750.0
69,65,Airport West,715000.0,3.0,2.0,2.0,126.0,5674.603174603175
70,67,Airport West,540000.0,2.0,2.0,1.0,101.0,5346.534653465346
71,69,Airport West,685000.0,3.0,1.0,1.0,113.0,6061.946902654868
72,71,Airport West,510000.0,2.0,1.0,1.0,76.0,6710.526315789473
73,77,Airport West,900000.0,4.0,2.0,3.0,146.0,6164.3835616438355
74,8555,Airport West,720000.0,3.0,2.0,2.0,136.0,5294.117647058823
75,8558,Airport West,480000.0,2.0,1.0,1.0,92.0,5217.391304347826
76,8719,Airport West,640000.0,3.0,1.0,2.0,101.37,6313.504981750024
77,9392,Airport West,730000.0,3.0,1.0,2.0,124.0,5887.096774193548
78,10096,Airport West,650000.0,2.0,1.0,3.0,96.0,6770.833333333333
79,12428,Airport West,1000001.0,3.0,2.0,1.0,163.0,6134.9754601227
80,78,Albert Park,1275000.0,2.0,1.0,0.0,82.0,15548.780487804877
81,80,Albert Park,2850000.0,3.0,2.0,0.0,198.0,14393.939393939394
82,81,Albert Park,1850000.0,3.0,2.0,0.0,133.0,13909.774436090225
83,82,Albert Park,1436000.0,2.0,1.0,0.0,81.0,17728.395061728395
84,85,Albert Park,2300000.0,4.0,2.0,1.0,180.0,12777.777777777777
85,90,Albert Park,1800000.0,3.0,2.0,1.0,122.0,14754.098360655738
86,92,Albert Park,2615000.0,3.0,2.0,1.0,181.0,14447.513812154697
87,95,Albert Park,1370000.0,3.0,2.0,2.0,85.0,16117.64705882353
88,98,Albert Park,1322500.0,2.0,1.0,0.0,98.0,13494.897959183674
89,99,Albert Park,1562500.0,2.0,1.0,0.0,83.0,18825.301204819276
90,100,Albert Park,2000000.0,3.0,2.0,1.0,147.0,13605.442176870749
91,105,Albert Park,2100000.0,2.0,1.0,1.0,123.0,17073.170731707316
92,106,Albert Park,2000000.0,3.0,1.0,1.0,131.0,15267.175572519083
93,107,Albert Park,442500.0,1.0,1.0,0.0,34.0,13014.70588235294
94,113,Albert Park,2140000.0,3.0,2.0,1.0,145.0,14758.620689655172
95,115,Albert Park,980000.0,2.0,1.0,0.0,68.0,14411.764705882353
96,117,Albert Park,1740000.0,3.0,2.0,2.0,134.0,12985.074626865671
97,119,Albert Park,985000.0,1.0,1.0,0.0,54.0,18240.74074074074
98,7435,Albert Park,1700000.0,3.0,1.0,1.0,116.0,14655.172413793103
99,7436,Albert Park,1100000.0,1.0,1.0,1.0,64.0,17187.5
100,7445,Albert Park,1190000.0,2.0,1.0,0.0,70.0,17000.0
101,9002,Albert Park,2500000.0,3.0,2.0,1.0,148.5,16835.016835016835
102,10098,Albert Park,1505000.0,3.0,1.0,1.0,109.0,13807.339449541285
103,13336,Albert Park,2340000.0,3.0,2.0,1.0,135.0,17333.333333333332
104,7283,Albion,730000.0,3.0,2.0,3.0,140.0,5214.285714285715
105,7285,Albion,593000.0,3.0,2.0,2.0,102.0,5813.725490196079
106,7286,Albion,816000.0,4.0,1.0,2.0,156.0,5230.7692307692305
107,7292,Albion,600000.0,3.0,1.0,1.0,110.0,5454.545454545455
108,7302,Albion,840000.0,3.0,1.0,0.0,153.0,5490.196078431372
109,7304,Albion,460000.0,2.0,1.0,2.0,85.0,5411.764705882353
110,8560,Albion,420000.0,2.0,1.0,1.0,88.0,4772.727272727273
111,8562,Albion,580000.0,3.0,2.0,2.0,129.0,4496.124031007752
112,8563,Albion,200000.0,1.0,1.0,1.0,35.0,5714.285714285715
113,8565,Albion,600000.0,3.0,1.0,1.0,129.0,4651.162790697675
114,9393,Albion,820000.0,4.0,2.0,1.0,127.0,6456.692913385827
115,10100,Albion,600000.0,3.0,2.0,2.0,127.0,4724.4094488188975
116,11876,Albion,580000.0,3.0,2.0,2.0,110.0,5272.727272727273
117,13092,Albion,760000.0,3.0,1.0,1.0,121.0,6280.99173553719
118,123,Alphington,1717500.0,4.0,2.0,1.0,203.0,8460.591133004926
119,125,Alphington,525500.0,2.0,1.0,1.0,60.0,8758.333333333334
120,132,Alphington,2100000.0,4.0,2.0,2.0,271.0,7749.077490774907
121,133,Alphington,865000.0,3.0,1.0,1.0,131.0,6603.053435114503
122,134,Alphington,390000.0,2.0,1.0,1.0,60.0,6500.0
123,136,Alphington,512000.0,2.0,1.0,1.0,61.0,8393.442622950819
124,138,Alphington,1900000.0,4.0,2.0,2.0,272.0,6985.294117647059
125,140,Alphington,1950000.0,4.0,2.0,3.0,210.0,9285.714285714286
126,9772,Alphington,330000.0,1.0,1.0,1.0,40.0,8250.0
127,12431,Alphington,1170000.0,3.0,1.0,1.0,126.0,9285.714285714286
128,141,Altona,520000.0,3.0,2.0,1.0,242.0,2148.7603305785124
129,142,Altona,1525000.0,5.0,3.0,3.0,268.0,5690.298507462687
130,143,Altona,720000.0,2.0,1.0,2.0,125.0,5760.0
131,144,Altona,1120000.0,3.0,1.0,2.0,120.0,9333.333333333334
132,147,Altona,630000.0,2.0,1.0,2.0,94.0,6702.127659574468
133,149,Altona,660000.0,3.0,1.0,1.0,123.0,5365.8536585365855
134,151,Altona,580000.0,2.0,1.0,1.0,93.0,6236.559139784947
135,154,Altona,510000.0,2.0,1.0,1.0,76.0,6710.526315789473
136,156,Altona,425000.0,2.0,1.0,2.0,57.0,7456.140350877193
137,158,Altona,705000.0,3.0,2.0,2.0,152.0,4638.1578947368425
138,159,Altona,391000.0,2.0,1.0,1.0,65.0,6015.384615384615
139,161,Altona,845000.0,4.0,1.0,2.0,130.0,6500.0
140,162,Altona,743000.0,3.0,2.0,2.0,176.0,4221.590909090909
141,163,Altona,730000.0,3.0,2.0,1.0,141.0,5177.304964539007
142,166,Altona,447000.0,2.0,1.0,1.0,77.0,5805.194805194805
143,168,Altona,678000.0,3.0,1.0,2.0,87.0,7793.103448275862
144,169,Altona,580000.0,2.0,2.0,1.0,76.0,7631.578947368421
145,171,Altona,840000.0,3.0,2.0,2.0,136.0,6176.470588235294
146,175,Altona,577000.0,3.0,2.0,1.0,113.0,5106.194690265486
147,179,Altona,857000.0,2.0,2.0,1.0,100.0,8570.0
148,185,Altona,535600.0,2.0,1.0,1.0,91.0,5885.714285714285
149,9397,Altona,670000.0,3.0,2.0,1.0,88.0,7613.636363636364
150,9398,Altona,765000.0,3.0,2.0,2.0,139.0,5503.597122302158
151,10885,Altona,1225000.0,3.0,1.0,1.0,132.0,9280.30303030303
152,10887,Altona,767000.0,3.0,2.0,1.0,132.0,5810.606060606061
153,11265,Altona,935000.0,4.0,2.0,2.0,180.0,5194.444444444444
154,11266,Altona,815000.0,3.0,2.0,2.0,130.0,6269.2307692307695
155,12216,Altona,913000.0,3.0,2.0,3.0,148.0,6168.918918918919
156,12432,Altona,458000.0,2.0,1.0,1.0,75.0,6106.666666666667
157,187,Altona North,781000.0,3.0,1.0,2.0,117.0,6675.213675213675
158,189,Altona North,421000.0,2.0,1.0,1.0,77.0,5467.532467532467
159,193,Altona North,720000.0,3.0,2.0,1.0,130.0,5538.461538461538
160,194,Altona North,588000.0,3.0,1.0,1.0,118.0,4983.050847457627
161,195,Altona North,710000.0,3.0,1.0,3.0,116.0,6120.689655172414
162,200,Altona North,675000.0,3.0,2.0,2.0,109.0,6192.660550458716
163,201,Altona North,708000.0,3.0,1.0,2.0,97.0,7298.969072164949
164,207,Altona North,620000.0,5.0,2.0,2.0,100.0,6200.0
165,208,Altona North,728500.0,3.0,1.0,1.0,157.0,4640.127388535032
166,209,Altona North,931000.0,3.0,2.0,1.0,160.0,5818.75
167,213,Altona North,815000.0,3.0,2.0,3.0,130.0,6269.2307692307695
168,7452,Altona North,910000.0,3.0,1.0,3.0,132.0,6893.939393939394
169,11268,Altona North,451500.0,3.0,1.0,1.0,88.0,5130.681818181818
170,11568,Altona North,830000.0,3.0,2.0,2.0,130.0,6384.615384615385
171,11571,Altona North,510000.0,2.0,1.0,1.0,100.0,5100.0
172,221,Armadale,599000.0,2.0,1.0,1.0,76.0,7881.578947368421
173,223,Armadale,995000.0,3.0,2.0,2.0,100.0,9950.0
174,224,Armadale,1205000.0,3.0,2.0,2.0,105.0,11476.190476190477
175,225,Armadale,1939000.0,3.0,2.0,2.0,150.0,12926.666666666666
176,227,Armadale,1870000.0,3.0,1.0,1.0,116.0,16120.689655172413
177,229,Armadale,1918000.0,3.0,2.0,2.0,165.0,11624.242424242424
178,231,Armadale,2050000.0,3.0,2.0,1.0,116.0,17672.41379310345
179,236,Armadale,735000.0,3.0,2.0,1.0,14.0,52500.0
180,240,Armadale,1435000.0,2.0,2.0,1.0,107.0,13411.214953271028
181,241,Armadale,280000.0,1.0,1.0,1.0,38.0,7368.421052631579
182,244,Armadale,592500.0,2.0,1.0,1.0,73.0,8116.438356164384
183,245,Armadale,1210000.0,2.0,1.0,0.0,96.0,12604.166666666666
184,246,Armadale,2801000.0,4.0,2.0,2.0,222.0,12617.117117117117
185,248,Armadale,1800000.0,3.0,2.0,2.0,121.0,14876.03305785124
186,249,Armadale,2200000.0,4.0,1.0,2.0,163.0,13496.932515337423
187,256,Armadale,440000.0,1.0,1.0,1.0,53.0,8301.88679245283
188,259,Armadale,1300000.0,2.0,1.0,2.0,106.0,12264.150943396226
189,261,Armadale,704000.0,2.0,1.0,1.0,74.0,9513.513513513513
190,262,Armadale,620000.0,3.0,1.0,1.0,98.0,6326.530612244898
191,263,Armadale,1900000.0,3.0,1.0,2.0,108.0,17592.59259259259
192,266,Armadale,710000.0,2.0,1.0,1.0,80.0,8875.0
193,268,Armadale,598000.0,2.0,1.0,1.0,88.0,6795.454545454545
194,269,Armadale,1285000.0,3.0,1.0,2.0,80.0,16062.5
195,271,Armadale,520000.0,1.0,1.0,1.0,76.0,6842.105263157895
196,272,Armadale,3625000.0,4.0,1.0,2.0,251.0,14442.231075697211
197,273,Armadale,4200000.0,4.0,3.0,3.0,333.0,12612.612612612613
198,275,Armadale,3512500.0,3.0,2.0,2.0,285.0,12324.561403508771
199,277,Armadale,869000.0,2.0,1.0,1.0,91.0,9549.45054945055
200,280,Armadale,567000.0,1.0,1.0,1.0,53.0,10698.11320754717
201,7455,Armadale,480000.0,2.0,1.0,1.0,66.23,7247.470934621772
202,7459,Armadale,852000.0,2.0,1.0,1.0,74.0,11513.513513513513
203,7462,Armadale,405000.0,1.0,1.0,0.0,48.0,8437.5
204,9010,Armadale,2385000.0,3.0,1.0,0.0,130.0,18346.153846153848
205,9402,Armadale,3200000.0,4.0,4.0,2.0,285.0,11228.070175438597
206,10103,Armadale,410000.0,2.0,1.0,0.0,63.0,6507.936507936508
207,10890,Armadale,821000.0,2.0,2.0,1.0,75.0,10946.666666666666
208,11573,Armadale,486000.0,2.0,1.0,2.0,63.0,7714.285714285715
209,12219,Armadale,5100000.0,4.0,2.0,2.0,255.0,20000.0
210,12637,Armadale,1715000.0,3.0,3.0,1.0,141.0,12163.120567375887
211,12891,Armadale,1460000.0,2.0,1.0,1.0,80.0,18250.0
212,12892,Armadale,1726000.0,2.0,2.0,2.0,128.0,13484.375
213,13096,Armadale,3000000.0,4.0,3.0,2.0,180.0,16666.666666666668
214,13341,Armadale,4060000.0,4.0,2.0,1.0,191.0,21256.544502617802
215,284,Ascot Vale,940000.0,3.0,1.0,2.0,108.0,8703.703703703704
216,285,Ascot Vale,467000.0,2.0,1.0,1.0,62.0,7532.258064516129
217,286,Ascot Vale,1380000.0,3.0,2.0,2.0,174.0,7931.0344827586205
218,287,Ascot Vale,490000.0,2.0,1.0,1.0,62.0,7903.225806451613
219,288,Ascot Vale,1850000.0,4.0,3.0,1.0,270.0,6851.851851851852
220,290,Ascot Vale,971000.0,3.0,2.0,2.0,128.0,7585.9375
221,291,Ascot Vale,710000.0,2.0,1.0,1.0,77.0,9220.77922077922
222,293,Ascot Vale,750000.0,2.0,1.0,1.0,92.0,8152.173913043478
223,295,Ascot Vale,1377000.0,3.0,1.0,1.0,168.0,8196.42857142857
224,296,Ascot Vale,970000.0,3.0,1.0,2.0,125.0,7760.0
225,300,Ascot Vale,685000.0,2.0,1.0,2.0,90.0,7611.111111111111
226,301,Ascot Vale,1230000.0,4.0,1.0,2.0,148.0,8310.81081081081
227,304,Ascot Vale,770000.0,2.0,1.0,1.0,87.0,8850.574712643678
228,312,Ascot Vale,1000000.0,3.0,2.0,2.0,120.0,8333.333333333334
229,314,Ascot Vale,390000.0,1.0,1.0,1.0,58.0,6724.137931034483
230,317,Ascot Vale,955000.0,3.0,1.0,1.0,117.0,8162.393162393162
231,320,Ascot Vale,432000.0,2.0,1.0,1.0,62.0,6967.741935483871
232,321,Ascot Vale,1640000.0,4.0,3.0,2.0,204.0,8039.21568627451
233,324,Ascot Vale,940000.0,3.0,3.0,1.0,127.0,7401.574803149606
234,325,Ascot Vale,890000.0,3.0,1.0,1.0,110.0,8090.909090909091
235,326,Ascot Vale,1180000.0,3.0,2.0,2.0,149.0,7919.463087248322
236,327,Ascot Vale,1480000.0,4.0,2.0,2.0,180.0,8222.222222222223
237,331,Ascot Vale,865000.0,2.0,2.0,1.0,132.0,6553.030303030303
238,333,Ascot Vale,442000.0,2.0,1.0,1.0,62.0,7129.032258064516
239,336,Ascot Vale,1050000.0,3.0,2.0,2.0,160.0,6562.5
240,337,Ascot Vale,440000.0,2.0,1.0,1.0,65.0,6769.2307692307695
241,339,Ascot Vale,1430000.0,4.0,2.0,0.0,158.0,9050.632911392406
242,343,Ascot Vale,1130000.0,3.0,2.0,1.0,157.0,7197.452229299363
243,345,Ascot Vale,950000.0,4.0,2.0,1.0,147.0,6462.585034013606
244,348,Ascot Vale,1345000.0,4.0,1.0,1.0,155.0,8677.41935483871
245,349,Ascot Vale,1381500.0,3.0,2.0,2.0,168.0,8223.214285714286
246,353,Ascot Vale,786000.0,3.0,2.0,1.0,120.0,6550.0
247,354,Ascot Vale,705000.0,2.0,1.0,3.0,108.0,6527.777777777777
248,357,Ascot Vale,1000000.0,3.0,2.0,2.0,144.0,6944.444444444444
249,362,Ascot Vale,1305000.0,2.0,1.0,1.0,166.0,7861.44578313253
250,365,Ascot Vale,1215000.0,3.0,1.0,1.0,175.0,6942.857142857143
251,366,Ascot Vale,545000.0,2.0,1.0,2.0,71.0,7676.056338028169
252,7463,Ascot Vale,2100000.0,5.0,3.0,3.0,274.0,7664.233576642336
253,9011,Ascot Vale,1500000.0,3.0,3.0,1.0,218.0,6880.733944954129
254,9404,Ascot Vale,1750000.0,4.0,2.0,1.0,249.0,7028.112449799197
255,9776,Ascot Vale,1010000.0,3.0,2.0,1.0,125.0,8080.0
256,10109,Ascot Vale,1082000.0,3.0,2.0,2.0,120.0,9016.666666666666
257,11574,Ascot Vale,855000.0,3.0,1.0,2.0,129.0,6627.906976744186
258,11575,Ascot Vale,1035000.0,2.0,1.0,1.0,117.0,8846.153846153846
259,13342,Ascot Vale,1151000.0,4.0,2.0,2.0,178.0,6466.29213483146
260,371,Ashburton,1670000.0,3.0,2.0,2.0,220.0,7590.909090909091
261,376,Ashburton,1555000.0,3.0,2.0,2.0,149.0,10436.241610738254
262,378,Ashburton,1337000.0,3.0,1.0,2.0,112.0,11937.5
263,381,Ashburton,1518000.0,3.0,2.0,2.0,145.0,10468.965517241379
264,383,Ashburton,1655000.0,3.0,1.0,3.0,152.0,10888.157894736842
265,384,Ashburton,1550000.0,4.0,2.0,2.0,180.0,8611.111111111111
266,385,Ashburton,1662000.0,3.0,2.0,2.0,228.0,7289.473684210527
267,386,Ashburton,1665000.0,3.0,2.0,3.0,145.0,11482.758620689656
268,388,Ashburton,3510000.0,5.0,5.0,2.0,444.0,7905.405405405405
269,390,Ashburton,900000.0,3.0,2.0,2.0,110.0,8181.818181818182
270,392,Ashburton,2752000.0,6.0,4.0,2.0,390.0,7056.410256410257
271,393,Ashburton,1500000.0,3.0,2.0,2.0,139.0,10791.366906474821
272,395,Ashburton,1830000.0,3.0,2.0,3.0,168.0,10892.857142857143
273,396,Ashburton,1415000.0,3.0,1.0,1.0,111.0,12747.747747747748
274,401,Ashburton,1860000.0,4.0,2.0,3.0,274.0,6788.321167883211
275,403,Ashburton,1790000.0,4.0,2.0,2.0,240.0,7458.333333333333
276,404,Ashburton,1950000.0,4.0,2.0,2.0,278.0,7014.3884892086335
277,407,Ashburton,1650000.0,3.0,1.0,1.0,164.0,10060.975609756097
278,8574,Ashburton,2220000.0,4.0,3.0,2.0,244.0,9098.360655737704
279,9012,Ashburton,1655000.0,4.0,3.0,2.0,240.0,6895.833333333333
280,10892,Ashburton,1520000.0,4.0,3.0,2.0,190.0,8000.0
281,10893,Ashburton,2299500.0,3.0,2.0,3.0,230.0,9997.826086956522
282,12893,Ashburton,1920000.0,4.0,3.0,2.0,203.0,9458.128078817734
283,13343,Ashburton,1650000.0,4.0,2.0,1.0,200.0,8250.0
284,13344,Ashburton,2550000.0,3.0,2.0,3.0,202.0,12623.762376237624
285,411,Ashwood,1200000.0,4.0,3.0,2.0,201.0,5970.149253731343
286,412,Ashwood,1075000.0,2.0,1.0,2.0,114.0,9429.82456140351
287,413,Ashwood,1500000.0,2.0,2.0,2.0,203.0,7389.162561576355
288,415,Ashwood,700000.0,2.0,1.0,2.0,110.0,6363.636363636364
289,419,Ashwood,1365000.0,3.0,1.0,1.0,792.0,1723.4848484848485
290,420,Ashwood,1100000.0,3.0,2.0,2.0,152.0,7236.8421052631575
291,422,Ashwood,690000.0,2.0,1.0,1.0,90.0,7666.666666666667
292,423,Ashwood,1631000.0,3.0,2.0,3.0,215.0,7586.046511627907
293,424,Ashwood,1500000.0,4.0,2.0,1.0,255.0,5882.35294117647
294,426,Ashwood,1529500.0,5.0,3.0,2.0,317.0,4824.921135646688
295,427,Ashwood,600000.0,2.0,1.0,1.0,80.0,7500.0
296,430,Ashwood,1240000.0,4.0,2.0,2.0,192.0,6458.333333333333
297,431,Ashwood,700000.0,2.0,1.0,2.0,88.0,7954.545454545455
298,433,Ashwood,1110000.0,2.0,1.0,1.0,86.0,12906.976744186046
299,434,Ashwood,1305000.0,3.0,1.0,1.0,120.0,10875.0
300,435,Ashwood,855000.0,3.0,2.0,1.0,85.0,10058.823529411764
301,436,Ashwood,900500.0,3.0,2.0,2.0,134.0,6720.149253731343
302,437,Ashwood,1200000.0,3.0,2.0,2.0,198.0,6060.606060606061
303,438,Ashwood,830000.0,2.0,1.0,2.0,130.0,6384.615384615385
304,7475,Ashwood,1495000.0,2.0,1.0,2.0,95.0,15736.842105263158
305,7477,Ashwood,822000.0,2.0,1.0,1.0,59.0,13932.203389830509
306,7479,Ashwood,890000.0,3.0,2.0,2.0,130.0,6846.153846153846
307,9408,Ashwood,1680000.0,4.0,3.0,3.0,194.0,8659.79381443299
308,9410,Ashwood,860000.0,3.0,2.0,2.0,115.0,7478.260869565217
309,11275,Ashwood,1420000.0,3.0,1.0,1.0,130.0,10923.076923076924
310,11577,Ashwood,1450000.0,4.0,2.0,1.0,154.0,9415.584415584415
311,11881,Ashwood,1540000.0,4.0,2.0,3.0,205.0,7512.195121951219
312,12894,Ashwood,1575000.0,3.0,1.0,2.0,115.0,13695.652173913044
313,439,Avondale Heights,850000.0,3.0,1.0,1.0,118.0,7203.389830508475
314,440,Avondale Heights,750000.0,3.0,1.0,1.0,103.0,7281.553398058252
315,441,Avondale Heights,851000.0,3.0,3.0,1.0,181.0,4701.657458563536
316,444,Avondale Heights,1155000.0,3.0,2.0,2.0,225.0,5133.333333333333
317,448,Avondale Heights,680000.0,3.0,1.0,2.0,120.0,5666.666666666667
318,451,Avondale Heights,627500.0,3.0,1.0,1.0,143.0,4388.111888111888
319,453,Avondale Heights,950000.0,4.0,3.0,3.0,281.0,3380.7829181494662
320,464,Avondale Heights,850000.0,3.0,1.0,2.0,149.0,5704.697986577181
321,466,Avondale Heights,705000.0,3.0,1.0,1.0,106.0,6650.943396226415
322,467,Avondale Heights,1100000.0,4.0,3.0,2.0,395.0,2784.8101265822784
323,468,Avondale Heights,892500.0,3.0,1.0,1.0,118.0,7563.559322033899
324,470,Avondale Heights,522500.0,2.0,1.0,1.0,101.0,5173.267326732674
325,471,Avondale Heights,680000.0,4.0,2.0,2.0,140.0,4857.142857142857
326,475,Avondale Heights,875000.0,3.0,1.0,3.0,117.0,7478.6324786324785
327,478,Avondale Heights,762000.0,4.0,2.0,2.0,150.0,5080.0
328,479,Avondale Heights,411000.0,2.0,1.0,1.0,85.0,4835.294117647059
329,482,Avondale Heights,805000.0,3.0,2.0,2.0,103.0,7815.533980582524
330,485,Avondale Heights,634000.0,4.0,2.0,1.0,153.0,4143.7908496732025
331,7480,Avondale Heights,765000.0,3.0,2.0,1.0,150.0,5100.0
332,7483,Avondale Heights,1300000.0,4.0,3.0,2.0,322.0,4037.2670807453414
333,7485,Avondale Heights,760000.0,3.0,1.0,1.0,99.0,7676.767676767677
334,9784,Avondale Heights,773000.0,4.0,2.0,2.0,235.0,3289.3617021276596
335,10574,Avondale Heights,720000.0,3.0,1.0,1.0,110.0,6545.454545454545
336,10575,Avondale Heights,1107500.0,3.0,3.0,1.0,190.0,5828.9473684210525
337,11277,Avondale Heights,934000.0,4.0,2.0,1.0,163.0,5730.061349693252
338,11582,Avondale Heights,750000.0,3.0,1.0,2.0,103.0,7281.553398058252
339,11583,Avondale Heights,800000.0,5.0,2.0,3.0,166.0,4819.277108433735
340,489,Balaclava,1819000.0,3.0,2.0,1.0,180.0,10105.555555555555
341,492,Balaclava,1015000.0,2.0,1.0,2.0,120.0,8458.333333333334
342,493,Balaclava,502500.0,2.0,1.0,1.0,65.0,7730.7692307692305
343,494,Balaclava,520000.0,2.0,1.0,0.0,58.0,8965.51724137931
344,497,Balaclava,416000.0,2.0,1.0,1.0,49.0,8489.795918367347
345,499,Balaclava,474000.0,2.0,1.0,1.0,59.0,8033.8983050847455
346,501,Balaclava,1690000.0,3.0,2.0,2.0,159.0,10628.930817610062
347,502,Balaclava,540000.0,2.0,1.0,1.0,51.0,10588.235294117647
348,8706,Balaclava,450000.0,2.0,1.0,1.0,50.0,9000.0
349,506,Balwyn,2100000.0,2.0,1.0,1.0,123.0,17073.170731707316
